Course Code,Course Name,Credit Value,Details,Prerequisites,Corequisites,Exclusion,Recommended Preparation
EMU461H1,Music Education in Cultural Perspective,0.50,"A seminar exploring music's social nature, with special attention to the ways culture influences music perception, cognition, and value, and the way musical practices in turn influence culture and social relations. Issues addressed include: music education as intercultural education; music, gender, and power; the educational implications of cultural relativity; music education as an agent of social reproduction and/or transformation; social relations implicit in various musical and instructional practices; and music education's moral significance. Emphasis is placed on practical pedagogical applications of world music. ","['EMU240H1', 'EMU245H1', 'Complicated']",,,
EMU485H1,Advanced Topics in Music & Childhood,0.50,"Designed as a continuation of EMU370Y, this course will give students an opportunity to study issues pertaining to the practice of culturally relevant and responsive music teaching and learning strategies in childhood. Students will begin to formulate their own theory for the curricular development of programmes for children and school and community school contexts. Seminars and practicum experiences will be supplemented by individual research projects.",['EMU370Y1'],,,
EMU499H1,Independent Study,0.50,"An intensive research project under the supervision of a faculty member. The project must be academically demanding and uniquely suitable for the individual student. Students propose a topic that is currently not covered in the curriculum or one that warrants further exploration related to research interests and/or musical goals. Available to students in 4th year on successful completion of several EMU courses; minimum cumulative GPA of 3.3 (B+) and availability of a full-time faculty advisor from the Music Education division. Modes of assessment are determined through discussion between student and supervisor, but will usually include a public presentation of the research project.",['Complicated'],,,
HMU111H1,Introduction to Music and Society,0.50,An examination of musical thought and practice in non-Western and Western traditions. ,,,['Complicated'],
HMU126H1,Historical Survey II,0.50,Western music from 1750 to the present. ,,,"['HMU226H1', 'Complicated']",
HMU225H1,Historical Survey I,0.50,Western music up to 1750. ,['Complicated'],,['Complicated'],
HMU301H1,Ethnography of Art Music,0.50,"This seminar surveys ethnographic approaches to the study of art music performance. Students read ethnographies of Western art music (as performed in and outside the “West”) and of African, Asian, and Middle Eastern canonical traditions. Students consider issues in the performance and analysis of contemporary art music, and practice methodologies of participant-observation and performative ethnography.","['HMU111H1', 'HMU126H1', 'HMU225H1', 'JMU210H1']",,,
HMU307H1,"Music, Sound, and the Erotic",0.50,"This seminar surveys musical and sonic genres intended or perceived to be erotic. Students read foundational literature in the study of performance, gender and sexuality, the senses, and sound. Students analyze erotic genres across historical periods and generic categories, including Goa trance, early modern Italian song, Sumatran saluang, African American soul, ASMR, sound baths, and audio pornography.","['HMU111H1', 'HMU126H1', 'HMU225H1', 'JMU210H1']",,,
HMU345H1,Global Popular Musics,0.50,"Global Popular Musics is an introduction to popular music in its social and cultural context in a variety of international settings. Genres to be covered may include, but are not limited to, rock, hip-hop, country, and “world music”. The course will take an issues-based approach to the study of popular music, focusing on topics such as the interplay of tradition and modernity; media and technology; race, gender, sexuality, class, and other facets of identity; urbanization and migration; and the markets and legal structures surrounding music.","['HMU111H1', 'HMU126H1', 'HMU225H1']",,['HMU245H1'],
HMU380H1,Operas of Mozart,0.50,"Study of the music, drama, and staging of the operas, with reference to historical and cultural contexts.","['HMU111H1', 'HMU126H1', 'HMU225H1', 'JMU210H1']",,,
HMU425H1,Topics: Medieval Music,0.50,"Plainchant and polyphony, including topics for individual research.",['Complicated'],,['HMU330H1'],
HMU431H1,Topics: Romantic Music,0.50,"Instrumental and vocal genres, including topics for individual research.",['Complicated'],,,
HMU432H1,Topics: 20th Century Music,0.50,"Developments and trends since 1910, including topics for individual research.",['Complicated'],,,
HMU433H1,Topics: Ethnomusicology,0.50,"The history of the discipline from its roots in Comparative Musicology in the 1880s to the modern, holistic study of music and society. Other topics include transcription, transmission, and cultural appropriation. A variety of the world's traditions are illustrated with audio-visual materials, and students contribute personal surveys, analyses and debates.",['Complicated'],,,
HMU499H1,Independent Study,0.50,"An intensive research project under the supervision of a faculty member. The project must be academically demanding and uniquely suitable for the individual student. Students propose a topic that is currently not covered in the curriculum or one that warrants further exploration related to research interests and/or musical goals. Available to students in 4th year on successful completion of the core HMU requirement plus at least 1.0 credit in HMU courses at the 300 level or higher, minimum cumulative GPA of 3.3 (B+), and availability of a full-time faculty advisor from the History & Culture division. Modes of assessment are determined through discussion between student and supervisor, but will usually include a public presentation of the research project.",['Complicated'],,,
JMU100Y1,Jazz & Traditional Materials,0.67,"The study of harmony, melody and counterpoint in both traditional and jazz musical forms. Written and analytical studies of music from various jazz idioms and traditional repertoire. ",,,,
JMU101Y1,Jazz & Traditional Ear Training,0.67,"Corresponding with materials studied in JMU100Y. Melodic, harmonic and rhythmic dictation; sight singing. Transcription of jazz solos and group performances. ",,,,
JMU104Y1,Jazz Keyboard Skills,0.33,Basic keyboard skills for jazz majors who play instruments other than piano. Credit for the course may be obtained by passing an examination.,['Complicated'],,,
JMU184Y1,Jazz Applied Music,0.50,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons).,['Complicated'],,,
JMU185Y1,Jazz Applied Music,1.00,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons).,['Complicated'],,,
JMU189Y1,Jazz Orchestra,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
JMU191Y1,Jazz Improvisation,0.50,"This course examines the artistic and technical aspects of improvised jazz performance. Analysis of improvised solos and group performances, approaches to practicing, developmental techniques and exercises, and general performance skills are among the topics covered. ",['Complicated'],,,
JMU192Y1,Small Jazz Ensemble,0.50,"Students are assigned to small jazz ensembles by audition, rehearsing with faculty for one hour and independently for an additional two hours each week. Repertoire ranges from traditional to contemporary jazz styles. Attendance at all assigned sessions is required. Three hours minimum. ",['Complicated'],,,
JMU193Y1,Vocal Jazz Ensemble,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum",['Complicated'],,,
JMU200Y1,Jazz & Traditional Materials,0.67,"The study of harmony, melody and counterpoint in both traditional and jazz musical forms. Written and analytical studies of music from various jazz idioms and traditional repertoire. ",['JMU100Y1'],,,
JMU201Y1,Jazz & Traditional Ear Training,0.67,Corresponding with materials studied in JMU200Y1. See JMU101Y1. ,['JMU101Y1'],,,
JMU210H1,Jazz History I,0.50,"Jazz History I begins with Ragtime era (early 20th century), and proceeds through the Jazz Age (1920s), Swing (1930s), Bebop (1940s), and Post Bop periods (1950s), culminating in the pivotal musical year of 1959. A historical timeline shows how the evolution of the music reflected and influenced societal events. ","['HMU111H1', 'HMU126H1']",,"['HMU133H1', 'HMU351H1']",
JMU215H1,Jazz History II,0.50,"Jazz History II begins in the 1960s with the music that ushered in the modern era of jazz (Miles Davis Quintet, free/avant-garde, jazz-rock). It explores the myriad paths and styles that have been incorporated by jazz musicians of the past fifty years, up to the present day. ",['JMU210H1'],,,
JMU284Y1,Jazz Applied Music,0.50,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons).,['Complicated'],,,
JMU285Y1,Jazz Applied Music,1.00,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons).,['Complicated'],,,
JMU289Y1,Jazz Orchestra,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
JMU291Y1,Jazz Improvisation,0.50,"This course examines the artistic and technical aspects of improvised jazz performance. Analysis of improvised solos and group performances, approaches to practicing, developmental techniques and exercises, and general performance skills are among the topics covered. ",['JMU191Y1'],,,
JMU292Y1,Small Jazz Ensemble,0.50,"Students are assigned to small jazz ensembles by audition, rehearsing with faculty for one hour and independently for an additional two hours each week. Repertoire ranges from traditional to contemporary jazz styles. Attendance at all assigned sessions is required. Three hours minimum. ",['Complicated'],,,
JMU293Y1,Vocal Jazz Ensemble,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum",['Complicated'],,,
JMU302H1,Advanced Ear Training & Harmony,0.33,"A continuation of JMU201Y1, this course addresses advanced ear training and theoretical concepts including ""upper structure"" voicings/chord extentions which are commonly found in post-bebop and contemporary jazz harmony. Analysis and performance of the work of influential composers such as Wayne Shorter and Kenny Wheeler will be central in this course.",['JMU201Y1'],,['JMU301Y1'],
JMU303H1,Rhythm for Improvisers,0.33,"This course focuses on methods for students to expand their rhythmic vocabulary as improvisers and composers. Motivis development, rhythmic modulation and odd time signature playing will be addressed. Analysis and performance of the music of influential contemporary composers such as Dave Holland will be central to this course.",['JMU201Y1'],,['JMU301Y1'],
JMU305H1,Introduction to Jazz Theory,0.50,An introduction to jazz theory for music students not in a jazz program. Course includes analysis and written exercises in various jazz forms and idioms. Some listening and improvisation activities may be included to reinforce and apply theoretical concepts.,"['TMU231H1', 'TMU232H1']",,,
JMU317Y1,Jazz Arranging,0.67,Instrumental and vocal arranging for various jazz ensembles from duos to large jazz band and studio orchestra. Two hours. ,['JMU200Y1'],,,
JMU320H1,Jazz Pedagogy,0.33,"This course will focus on developing students’ leadership and instructional skills within the jazz genre. Through discussions, readings, case studies, and performance reviews, students will hone their ability to mentor musicians in ensembles, lectures, and one-on-one teaching environments, typical in the jazz discipline.",['Complicated'],,,
JMU384Y1,Jazz Applied Music,0.50,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons).,['Complicated'],,,
JMU385Y1,Jazz Applied Music & Recital,1.00,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons) and recital. ,['Complicated'],,,
JMU389Y1,Jazz Orchestra,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
JMU391Y1,Jazz Improvisation,0.50,"This course examines the artistic and technical aspects of improvised jazz performance. Analysis of improvised solos and group performances, approaches to practicing, developmental techniques and exercises, and general performance skills are among the topics covered. One hour. ",['JMU291Y1'],,,
JMU392Y1,Small Jazz Ensemble,0.50,"Students are assigned to small jazz ensembles by audition, rehearsing with faculty for one hour and independently for an additional two hours each week. Repertoire ranges from traditional to contemporary jazz styles. Attendance at all assigned sessions is required. Three hours minimum. ",['Complicated'],,,
JMU393Y1,Vocal Jazz Ensemble,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum",['Complicated'],,,
JMU410Y1,Jazz Composition,0.67,Studies leading to the development of a personal and creative compositional style. Analysis of selected compositions. Two hours. ,['JMU317Y1'],,,
JMU420H1,Advanced Jazz Arranging & Orchestration I,0.33,"To develop the skills necessary to produce arrangements for large ensembles. These principles of arranging will be applied to various combinations of instruments including but not limited to 5 saxophones, 5 trumpets, 4 trombones, guitar, piano, bass, drums, and voice. ",['JMU317Y1'],,,
JMU421H1,Advanced Jazz Arranging & Orchestration II,0.33,Continuation of JMU420H1. ,['JMU420H1'],,,
JMU484Y1,Jazz Applied Music,0.50,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons).,['Complicated'],,,
JMU485Y1,Jazz Applied Music & Recital,1.00,Individual instruction on major instrument or voice. One hour weekly (to a total of 24 lessons) and recital. ,['Complicated'],,,
JMU489Y1,Jazz Orchestra,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum. ",['Complicated'],,,
JMU491Y1,Jazz Improvisation,0.50,"This course examines the artistic and technical aspects of improvised jazz performance. Analysis of improvised solos and group performances, approaches to practicing, developmental techniques and exercises, and general performance skills are among the topics covered. One hour. ",['JMU291Y1'],,,
JMU492Y1,Small Jazz Ensemble,0.50,"Students are assigned to small jazz ensembles by audition, rehearsing with faculty for one hour and independently for an additional two hours each week. Repertoire ranges from traditional to contemporary jazz styles. Attendance at all assigned sessions is required. Three hours minimum. ",['Complicated'],,,
JMU493Y1,Vocal Jazz Ensemble,0.67,"While a major ensemble for students enrolled in jazz performance, this ensemble is open to other performers by audition. Students rehearse and perform in concerts as assigned by the Performance Division throughout the academic year. Attendance at all assigned sessions is required. Six hours minimum.",['Complicated'],,,
JMU499H1,Independent Study,0.50,"An intensive research project under the supervision of a faculty member. The project must be academically/artistically demanding and uniquely suitable for the individual student. Students propose a topic that is currently not covered in the curriculum or one that warrants further exploration related to research interests and/or musical goals. Available to 4th year students, upon completion of 3rd Year Jazz curriculum with a minimum cumulative GPA of 3.3 (B+), and availability of a full-time advisor from the Jazz division. Modes of assessment are determined through discussion between student and supervisor, but will usually include a public presentation of the research project.",['Complicated'],,,
MMU100H1,Lives in Music,0.00,A survey of career paths that begin with an undergraduate degree in music. Discussion of the competencies required in various musical professions and strategies to develop them during undergraduate study. Classes led by members of the Faculty of Music teaching staff and guest lecturers. ,,,,
OMU501Y1,Operatic Staging,1.33,Rehearsals for major operatic productions. Scenes or extracts from the operatic repertoire.,,,,
OMU502Y1,Musical Coaching,1.67,Individual and ensemble musical coaching for operatic performance majors.,,,,
OMU503Y1,Voice,0.67,Private instruction.,,,,
OMU504Y1,Acting,0.33,"Theory and practice in acting technique, Alexander technique and pantomime.",,,,
OMU505H1,French Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of French operatic repertoire. CR/NCR",,,,
OMU506Y1,Dance,0.33,"Exercise in physical training and coordination, together with general movement and dancing. CR/NCR",,,,
OMU508H1,Italian Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of Italian operatic repertoire. CR/NCR",,,,
OMU509H1,Make-up,0.17,Class instruction in basic and character make-up. Practical instruction as required in connection with specific performances. CR/NCR,,,,
OMU510H1,German Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of German operatic repertoire. CR/NCR",,,,
OMU511H1,English Diction,0.33,A practical approach to phonetics and diction as applied to the performance of operatic repertoire in English. CR/NCR,,,,
OMU601Y1,Operatic Staging,1.67,Rehearsals for major operatic productions. Scenes or extracts from the operatic repertoire.,,,,
OMU602Y1,Musical Coaching,2.00,Individual and ensemble musical coaching for operatic performance majors.,,,,
OMU603Y1,Voice,0.67,Private instruction.,,,,
OMU604Y1,Acting,0.33,"Theory and practice of acting technique, Alexander technique and pantomime.",,,,
OMU605H1,French Diction,0.33,Practical approach to phonetics and diction as applied to the performance of French operatic repertoire. CR/NCR.,,,,
OMU606Y1,Dance,0.33,"Exercise in physical training and coordination, together with general movement and dancing. CR/NCR",,,,
OMU608H1,Italian Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of Italian operatic repertoire. CR/NCR",,,,
OMU609H1,Makeup,0.17,Class instruction in basic and character make-up. Practical instruction as required in connection with specific performances. CR/NCR,,,,
OMU610H1,German Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of German operatic repertoire. CR/NCR",,,,
OMU611H1,English Diction,0.33,A practical approach to phonetics and diction as applied to the performance of operatic repertoire in English. CR/NCR,,,,
OMU620Y1,Opera Repetiteur I,1.67,"Practical Study: rehearsals of major productions, scenes and extracts from the operatic repertoire.",,,,
OMU621Y1,Student Stage Director,1.67,Study of operatic repertoire with members of the Stage Directing staff. Students will be required to prepare & direct selected repertoire for performance and/or study.,,,,
OMU622Y1,Musical Coaching,2.00,"Participation (with students taking OMU502Y1,602Y1,702Y1) in coachings of vocal ensembles & study of standard operatic repertoire with members of the music staff.",,,,
OMU641Y1,Operatic Staging,1.67,"Participation (with students taking OMU510Y1, 601Y1, 701Y1) in rehearsals for major operatic productions, scenes and extracts from the operatic repertoire.",,,,
OMU701Y1,Operatic Staging,2.00,Rehearsals for major operatic productions. Scenes or extracts from the operatic repertoire.,,,,
OMU702Y1,Musical Coaching,2.33,Individual and ensemble musical coaching for operatic performance majors.,,,,
OMU703Y1,Voice,0.67,Private instruction.,,,,
OMU704Y1,Acting,0.33,"Theory and practice in acting technique, Alexander technique and pantomime.",,,,
OMU705H1,French Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of French operatic repertoire. CR/NCR",,,,
OMU706Y1,Dance,0.33,"Exercise in physical training and coordination, together with general movement and dancing. CR/NCR",,,,
OMU708H1,Italian Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of Italian operatic repertoire. CR/NCR",,,,
OMU709H1,Makeup,0.33,Class instruction in basic and character make-up. Practical instruction as required in connection with specific performances. CR/NCR,,,,
OMU710H1,German Diction,0.33,"Practical approach to phonetics and diction, as applied to the performance of German operatic repertoire. CR/NCR",,,,
OMU711H1,English Diction,0.33,A practical approach to phonetics and diction as applied to the performance of operatic repertoire in English. CR/NCR,,,,
OMU720Y1,Opera Repetiteur II,2.00,"Practical Study: rehearsals of major productions, scenes and extracts from the operatic repertoire.",,,,
OMU721Y1,Student Stage Director,2.00,Continuation of OMU621Y,,,,
OMU722Y1,Musical Coaching,2.33,"Participation (with students taking OMU502Y1,602Y1,702Y1) in coachings of vocal ensembles & study of standard operatic repertoire with members of the music staff.",,,,
OMU741Y1,Operatic Staging,2.00,Continuation of OMU641Y1,,,,
PMA135Y1,Lyric Diction,0.33,"A study of English, Italian, German, and French phonetics, with focus on authentic pronunciation for the stage. ",['Complicated'],,,
PMA361Y1,Voice Pedagogy,0.50,"Students learn to identify the anatomy, physiology, and development of the singing voice through classroom study, and then apply that knowledge in a mentored teaching project. Students examine the structural, functional, and behavioral conditions that affect voice users, with a concentration on the concerns of the independent voice studio teacher.  ",['Complicated'],,,
PMA405Y1,Instrumental Performance Class,0.33,Approaches to performance and repertoire in instrument specific groupings. ,,,,
PMA430Y1,Performance Skills,0.67,"An exploration of issues relating to creative and effective musical performance. Concepts of musicians’ health, exercises for connecting the physique to instrument, stress management, presentation and stage presence, communication skills and musical preparation will be developed through workshops, coaching and masterclass sessions. Two hours.",,,,
PMA436Y1,French Melodie,0.33,Practical approach to phonetics and diction. Sound production as applied to reading and singing. Performance of French repertoire. ,['Complicated'],,,
PMA440Y1,Lieder,0.33,"Elementary German grammar and pronunciation. Study and performance of songs by Schubert, Schumann, Brahms, Wolf, Mahler, Strauss. One hour. ",['Complicated'],,,
PMA445Y1,Oratorio Ensemble,0.50,"This course focuses on the study and performance of solo arias, duets, trios, and quartets of the oratorio genre. It has a thematic trajectory from its European Christian origins to its present-day empowerment in cultural and secular determinations, and across world religions. The course takes an activist’s eye to acknowledging, re-examining, and renewing the storytelling prominence of oratorio through lenses of decolonization, survivorship bias, intentionality, universality, and dedicated authenticity. The repertoire will include traditional masterworks, new works, and genre-bending concepts, with an orientation to professional engagement. Prerequisite: Voice majors or P.I.
",['Complicated'],,,
PMA451Y1,Piano-Instrumental Master Class,0.50,"An exploration of the piano chamber literature, especially that for piano and one other instrument. Pianists prepare and perform with student instrumentalists. One hour. ",['Complicated'],['PMA452Y1'],,
PMA452Y1,Piano-Vocal Master Class,0.50,An exploration of the standard vocal literature. Pianists prepare and perform with student singers. One hour.,['Complicated'],['PMA451Y1'],,
PMA454Y1,Piano-Instrumental Master Class,0.50,Students prepare and perform chamber works with the pianists in PMA451Y. ,,,,
PMA455Y1,Piano-Vocal Master Class,0.50,Students prepare and perform vocal music with the pianists in PMA452Y. P.I.,,,,
PMA463Y1,Orchestral Studies: Percussion,0.33,"Performing survey of standard orchestral repertoire for percussion instruments. Regular class performance. Emphasis on style, technique, interpretation and performance practice. ",['Complicated'],,,
PMA475Y1,Soprano/Alto Chorus,0.67,A major choral ensemble for qualified soprano and alto voices who study and perform a wide variety of treble voice repertoire. Emphasis on the development of musicianship through distinctive choral composition. Attendance at all assigned sessions is required. Four hours. ,['Complicated'],,,
