Course Code,Course Name,Credit Value,Details,Prerequisites,Corequisites,Exclusion,Recommended Preparation
ACT460H1,Stochastic Methods for Actuarial Science,,"Applications of the lognormal distribution, Brownian motion, geometric Brownian motion, martingales, Ito's lemma, stochastic differential equations, interest rate models, the Black-Scholes model, volatility, value at risk, conditional tail expectation.","['ACT240H1', 'ACT245H1', 'ACT247H1', 'ACT350H1', 'STA347H1']",[],[],[]
ACT466H1,Credibility and Simulation,,"Limited fluctuation credibility, Bayesian estimation, Buhlmann credibility, non-parametric credibility methods, inverse transformation simulation method, specialized simulation methods for the normal and lognormal distributions, Monte Carlo methods, the bootstrap method.","['ACT240H1', 'ACT245H1', 'ACT247H1', 'STA261H1', 'ACT350H1', 'STA347H1', 'ACT451H1']",[],[],[]
ACT470H1,Advanced Pension Mathematics,,Topics in pension mathematics; funding methods for pension plans. (Offered in alternate years),"['ACT348H1', 'Complicated']",['ACT455H1'],[],[]
ACT471H1,Topics in Casualty Actuarial Science,,"This course will cover current topics relevant to industry participants. Topics may include advanced modeling, pricing for different lines of business, financial conditions, regulatory impacts and current developments. Students will develop an understanding of key topics driving the industry today and some of the framework of reference used by actuarial practitioners for charting a course in areas of uncertainties. (Offered in alternate years) Not eligible for CR/NCR option.",['ACT371H1'],[],[],[]
ACT473H1,Issues In Actuarial Practice,,"Case study approach to current issues in life insurance, pension consulting and casualty actuarial practice. The focus of the course will be on communication and presentation. This course is Pass/Fail. Not eligible for Credit/No Credit.  The course is open to students in the specialist program in actuarial science. Students in the major program in actuarial science can enrol into the course with permission of the department.","['ACT348H1', 'ACT349H1']",[],[],[]
ACT475H1,Insurance Products and Regulation with AXIS,,"Case studies using leading actuarial application AXIS. Examine key types of insurance products and their pricing and valuation. Review representative developments in insurance regulations in US, Europe and Canada. Other topics include a brief introduction of the use of AI in life insurance.","['ACT240H1', 'ACT245H1', 'ACT247H1']",['ACT348H1'],[],[]
ACT496H1,Readings in Actuarial Science,,Independent study under the direction of a faculty member. Persons wishing to take this course must have the permission of the Undergraduate Secretary and of the prospective supervisor. Not eligible for CR/NCR option.,[],[],[],[]
ACT497H1,Readings in Actuarial Science,,Independent study under the direction of a faculty member. Persons wishing to take this course must have the permission of the Undergraduate Secretary and of the prospective supervisor. Not eligible for CR/NCR option.,[],[],[],[]
ACT498Y1,Readings in Actuarial Science,,Independent study under the direction of a faculty member. Persons wishing to take this course must have the permission of the Undergraduate Secretary and of the prospective supervisor. Not eligible for CR/NCR option.,[],[],[],[]
ACT499Y1,Readings in Actuarial Science,,Independent study under the direction of a faculty member. Persons wishing to take this course must have the permission of the Undergraduate Secretary and of the prospective supervisor. Not eligible for CR/NCR option.,[],[],[],[]
AFR150Y1,Introduction to African Studies,,"A multi-disciplinary study of Africa, emphasizing inquiry and critical analysis. Pre-colonial, colonial and contemporary African history, anthropology, politics, African humanism and society, religion, art, music, race, resistance, gender and Pan-Africanism.",[],[],"['NEW150Y1', 'AFSA01H3']",[]
AFR250Y1,Africa in the 21st Century: Challenges and Opportunities,,"A critical examination of Africa as a living space rather than merely a site of intellectual speculation and study. Uses scholarly and popular literature to explore the issues that engage the attention of ordinary Africans, ranging from the dramatic to the seemingly trivial, as they struggle to fashion meaningful lives in fast-changing societies. Topics include urban transition and city life; economic, political and cultural impacts of globalization; new religious movements and changing conceptions of selfhood; new African diasporas in the West; dynamics of gender relations, kinships and identities; and the politics of liberalization. Materials studied will include print and electronic news media and other mass media resources from Africa and across the world.",[],[],['NEW250Y1'],[]
AFR280Y1,Introductory Swahili,,Introduction to grammar and basic vocabulary of Swahili. Emphasis on comprehension and oral practice. Reading of selected texts. Relation of the language to its East African cultural context.,[],[],['NEW280Y1'],[]
AFR290H1,The Idea of Africa,,"An historical examination of Africa as a conceptual category, exploring discourses and representations - both African and non-African - that have produced our understandings of the meanings of Africa and Africanness.",[],[],[],[]
AFR322H1,The Contemporary African Novel,,"Novels written in the last forty years by English, French and Portuguese-speaking Africans. Ideological views concerning colonialism and neo-colonialism. Tradition, religious and secular; the use of African symbolism. A small number of historical and sociological texts are recommended as essential background reading. Works not written in English are read in translation. (Offered in alternate years)",[],[],"['NEW322H1', 'NEW322Y1']",[]
AFR351Y1,African Systems of Thought,,"The exploration of a range of African cosmologies, epistemologies, and theologies, as well as specific case studies on justice, the moral order, and gender relations. The influence of these richly diverse traditions is traced as well in the writings of African thinkers in the Diaspora.",[],[],"['NEW351Y1', 'NEW252Y1', 'JAP256H1', 'JAP356H1']",[]
AFR352H1,"International Organizations, NGOs, Development and Change in Africa",,"Critically explores the role of international organizations such as the World Bank Group, the UN and NGOs in the economic development of Africa.","['AFR150Y1', 'AFR250Y1']",[],['NEW352H1'],[]
AFR353H1,International Relations of Africa,,"Explores inter-state relations in Africa, African states’ relations with the West, China, India, Brazil, and international political, economic and financial institutions.","['AFR150Y1', 'AFR250Y1']",[],"['NEW353H1', 'POLC80H3']",[]
AFR354H1,African Cultures and Development,,Critically examines scholarly debates on the relationships between African cultures and development in various regions of the continent. Draws on interdisciplinary scholarship and development discourses to enhance students' understanding of African conditions and cultures in the context of development thinking.,"['AFR150Y1', 'AFR250Y1']",[],"['NEW354H1', 'NEW358H1', 'Complicated']",[]
AFR355H1,African Youth Languages and Cultures,,"Examines the nature of youth languages and cultures in contemporary Africa with a focus on their characteristics and the conditions under which they develop. Also considers similarities and/or differences between youth languages and cultures in different regions of Africa and the general youth condition. Includes urban youth languages such as Sheng, Engsh, Tsotsitaal, etc. and music genres associated with youth such as hip hop, Bongo flava, etc. Discusses challenges and opportunities associated with African youth languages as they relate to questions of identity, national integration, regional integration, and development.","['AFR150Y1', 'AFR250Y1', 'AFR280Y1']",[],"['NEW355H1', 'NEW358H1', 'Complicated']",[]
AFR357H1,Special Topics in African Studies,,An upper level course. Topics of study vary from year to year.,"['AFR150Y1', 'AFR250Y1']",[],[],[]
AFR358H1,Special Topics in African Studies,,An upper level course. Topics of study vary from year to year.,"['AFR150Y1', 'AFR250Y1']",[],[],[]
AFR359H1,The Horn of Africa - Critical Perspectives,,"Examines the Horn of Africa, its diversity, geopolitics, cultural politics, present conditions and current debates through a critical and comparative lens. Considers social forces in contemporary politics within the region including competing claims, explanations of the underpinnings of the Horn's conflict, and the promise of peace. Draws upon interdisciplinary scholarship, public discourse, texts and media to reflect on the future of the Horn of Africa at this historical moment.",['Complicated'],[],"['NEW359H1', 'NEW357H1', 'AFR150Y1', 'AFR250Y1']",[]
AFR365H1,"Art, Media and Politics in Africa and the African Diaspora",,"Explores the critical intersections between art, media and politics by analyzing the making and circulation of various indigenous and modern art forms and their use as creative and radical strategies for creative expression, dissent, citizenship, and alternative forms of representation, reimaginings, transcendence and agency in African post-colonial contexts, and interconnected with the African Diaspora.",['Complicated'],[],"['NEW357H1', 'AFR150Y1']",[]
AFR370H1,"Anticolonialism, Radicalism and Revolutions in Africa",,"An interdisciplinary exploration of the histories of nationalist and revolutionary movements, ideologies, and regimes in twentieth and twenty-first century Africa, examining the various ways that Africans imagined, actively shaped, and continue to demand freedom and political modernity. Emphasis will be placed on African history methodology (including oral history) and historiography to encourage students to apply a historical lens to approaching key themes and concepts in African Studies such as nationalism, decolonization, the state, politics, citizenship, labour movements, and pro-democracy movements.","['AFR150Y1', 'HIS295Y1', 'HIS297Y1']",[],[],[]
AFR380Y1,Intermediate Swahili,,"Grammar and syntax. Conversation and written composition. Reading of texts: literary, journalistic. Relation of the language to its East African context. ",['AFR280Y1'],[],['NEW380Y1'],[]
AFR389H1,The Geopolitics and Debates on Africa-China Economic Relations,,"Explores the geopolitics of Africa-Asia relations, in particular, the unabated and polarized debates and narratives on China’s engagement across sectors in Africa, ‘Africa-China’ multifaceted trade relations, strategies and interests, and economic diplomacy. Critically examines the changing landscape of economic cooperation and development financing in contemporary Africa, their underlying impulses and their broader implications.",['Complicated'],[],"['NEW357H1', 'AFR357H1', 'AFR150Y1', 'AFR250Y1', 'AFR353H1']",[]
AFR450Y1,African Studies Honours Research Seminar,,"This honours research seminar required of all specialists and majors in African Studies offers critical explorations of the genealogy of African Studies, the transnational study of Africa, Africa’s place in a globalized world, the historical, intellectual and institutional contexts of Africanist knowledge production, its dissemination and consumption in Africa, Europe, the Americas and emerging academic sites in Asia. It engages with the paradigm shifts and vibrant scholarly and epistemic debates across disciplines and geographies as well as unfolding events, public discourses, geopolitics, African popular cultures and the reimagining of African futures through canonical, emergent scholarship and creative media and emphasizes students’ original and creative research explorations, engaged praxis and search for alternative theorizing and decolonial epistemologies.","['AFR150Y1', 'AFR250Y1', 'Complicated']",[],['NEW450Y1'],[]
AFR451H1,Special Topics in African Studies,,An upper level course. Topics of study vary from year to year.,"['AFR150Y1', 'AFR250Y1']",[],[],[]
AFR453H1,Language and Postcolonial Education in East Africa,,"Examines the choice of languages for education in East Africa using critical perspectives. Pays particular attention to the influences of the historical experience of colonialism, the socio-linguistic contours of each country and the strength of linguistic and educational lobby groups in East African countries.","['AFR150Y1', 'AFR250Y1']",[],"['AFR453Y1', 'NEW453H1', 'NEW453Y1']",[]
AFR453Y1,Language and Postcolonial Education in East Africa,,"Examines the choice of languages for education in East Africa using critical perspectives. Pays particular attention to the influences of the historical experience of colonialism, the socio-linguistic contours of each country and the strength of linguistic and educational lobby groups in East African countries.","['AFR150Y1', 'AFR250Y1']",[],"['AFR453H1', 'NEW453H1', 'NEW453Y1']",[]
AFR454H1,"Migration, Mobility, and Displacement in Contemporary Africa",,"Why do people move voluntarily or involuntarily? What are the causes and consequences of migration and displacement in Africa? This course critically examines the multifaceted dimensions of migration, mobility, and displacement, with a specific focus on communities and populations displaced by war, environmental destruction and disaster, economic failings, and the quest for economic opportunities, love, education, or individual freedom.","['AFR150Y1', 'AFR250Y1', 'Complicated']",[],"['NEW454H1', 'NEW451H1', 'JQR360H1', 'AFR351Y1']",[]
AFR455H1,"Conflicts, Negotiations and Peacebuilding in Africa",,"Examines conflicts and peace negotiations in African contexts such as Somalia, Sudan, the Democratic Republic of Congo, and North Africa through public discourse, citizen actions, policy debates and mobilizations. Explores formal, informal, indigenous and institutional mediation and peace negotiation platforms, strategies, and impulses. Analyzes various conflict zones, case studies and intervention strategies for negotiating and sustaining peace in Africa in the broader context of the war on terror, increasing militarism, and securitization in peacebuilding.","['AFR150Y1', 'AFR250Y1']",[],"['NEW455H1', 'NEW451H1', 'NEW452H1']",[]
AFR459H1,Advanced Special Topics in African Studies,,An upper-level course. Topics of study vary from year to year.,"['AFR150Y1', 'AFR250Y1']",[],[],[]
AFR499H1,Advanced Topics in African Studies,,"A joint graduate/undergraduate upper-level seminar.  Topics vary from year to year, depending on the instructor.  Consult the Program Office for course enrolment procedures.","['AFR150Y1', 'AFR250Y1', 'Complicated']",[],[],[]
AMS199H1,Razing the Roof and Tearing Down Monuments: Controversies in Public Memory ,,"In cities across America, statues of past heroes are being kicked off their pedestals. As the republic grapples with conflicting histories, this course introduces students to the interdisciplinary field of American Studies by considering the politics, history, aesthetics, ideologies and geographies of public memorialization. We’ll also critically engage with current research on creative acts of public memory – both digital and material – which offer provocative ways to encounter our collective pasts. Restricted to first-year students. Not eligible for CR/NCR option.",['Complicated'],['Complicated'],['Complicated'],[]
AMS200H1,Introduction to American Studies,,"An interdisciplinary introduction to the study of the United States and to the field of American Studies. Drawing from a variety of source materials ranging from political and literary to visual culture and material artifacts, this course examines the politics, history and culture of the U.S. A major emphasis will be learning to analyze primary sources. ",[],[],['USA200H1'],[]
AMS210H1,Concepts in American Studies,,"An interdisciplinary introduction to concepts key to the study of the United States in the world. Course materials will range from political, cultural, and literary theory to visual and material artifacts. Examining issues in the politics, history, and culture of the U.S., the course will give a grounding in the methods and ideas that make up the practice of American Studies.",[],[],[],[]
AMS300H1,Theories and Methods in American Studies,,"This course, required for majors and minors but open to all who have met the pre-requisites, explores a range of approaches to the field of American Studies. Students will be introduced to some of the many ‘theories and methods’ that have animated the field of American Studies, including historical methods; formal analysis of visual and literary texts; and key concepts, such as commodity chain analysis; ‘race,’ ‘commodity,’ ‘gender,’ ‘diaspora,’ and ‘affect.’","['HIS271Y1', 'ENG250Y1', 'GGR240H1', 'GGR254H1', 'POL203Y1', 'POL386Y1', 'POL347H1', 'POL386H1', 'Complicated']",[],"['USA300H1', 'USA300Y1']",[]
AMS310H1,Approaches to American Studies,,"An in-depth, interdisciplinary examination of a specific question concerning U.S. history, politics, and/or culture. Focus varies depending on instructor. Major emphases include reading critically and the initial steps of conducting original research.","['AMS300H1', 'USA300H1', 'Complicated']",[],[],[]
AMS311H1,Approaches to American Studies,,"An in-depth, interdisciplinary examination of a specific question concerning U.S. history, politics, and/or culture. Focus varies depending on instructor. Major emphases include reading critically and the initial steps of conducting original research.","['AMS300H1', 'USA300H1', 'Complicated']",[],[],[]
AMS312H1,Approaches to American Studies,,"An in-depth, interdisciplinary examination of a specific question concerning U.S. history, politics, and/or culture. Focus varies depending on instructor. Major emphases include reading critically and the initial steps of conducting original research.","['AMS300H1', 'USA300H1', 'Complicated']",[],[],[]
AMS313H1,Approaches to American Studies,,"An in-depth, interdisciplinary examination of a specific question concerning U.S. history, politics, and/or culture. Focus varies depending on instructor. Major emphases include reading critically and the initial steps of conducting original research.","['AMS300H1', 'USA300H1', 'Complicated']",[],[],[]
AMS400H1,Topics in American Studies,,In-depth examination of specific themes relating to American Studies.,['Complicated'],[],[],[]
AMS401H1,Topics in American Studies,,In-depth examination of specific themes relating to American Studies.,['Complicated'],[],[],[]
AMS402H1,Topics in American Studies,,In-depth examination of specific themes relating to American Studies.,['Complicated'],[],[],[]
AMS403H1,Topics in American Studies,,In-depth examination of specific themes relating to American Studies.,['Complicated'],[],[],[]
AMS494H1,Independent Studies,,Independent Studies. Not eligible for CR/NCR option.,[],[],['USA494H1'],[]
AMS495Y1,Independent Studies,,Independent Studies. Not eligible for CR/NCR option.,[],[],['USA495Y1'],[]
ANA300Y1,Human Anatomy and Histology,,"Structure of the human body and its relationship to function. Basic human histology, gross anatomy and neuroanatomy. Some content is delivered using online modules.","['BIO130H1', 'BIO206H5', 'BIOB10H3', 'ANA126Y1', 'Complicated']",[],[],[]
ANA301H1,Human Embryology,,Human embryology from fertilization to the end of the fetal period. Current concepts in mammalian morphogenesis applied to the development of the various organ systems; etiologies and pathogenesis of some of the more common human congenital abnormalities.,['BIO130H1'],[],[],[]
ANA400H1,Anatomy Dissection,,"A focussed series of Anatomical dissections will be made and the surgical implications of the findings will be the subject of seminars. Attitudes to dissection of the human body, complications of surgery and other relevant issues will be discussed.","['ANA300Y1', 'Complicated']",[],[],[]
ANA411H1,Anatomy in Application: Exercise & Biomechanics,,"This course will cover musculoskeletal anatomy (both upper and lower limb) topics with an emphasis on applying detailed anatomical review, biomechanical principles and research evidence to explain or clarify exercise principles and myths.","['ANA126Y1', 'ANA300Y1', 'or equivalent']",[],[],[]
ANA420H1,Anatomy of the Stem Cell Niche,,This course introduces the anatomy and histology of stem cell niches in the adult and relates adult stem cells to organ function throughout the body. It is designed to build upon students’ knowledge of basic human anatomy and histology.,"['ANA300Y1', 'ANA301H1', 'HMB302H1']",[],[],[]
ANA496H1,Independent Research Project,,"This course provides an opportunity for students to participate in an individual research project in a particular topic of study including, but not limited to histology, cellular and molecular biology, developmental biology, neuroscience and gross anatomy. Students are mentored and supervised by research scientists and faculty associated with the University of Toronto. These research project may include areas such as Histology, Cellular or Molecular Biology, Developmental Biology, Neuroanatomy or Gross Anatomy. Not eligible for CR/NCR option.",['Complicated'],[],[],[]
ANA497H1,Independent Research Project,,"This course provides an opportunity for students to participate in an individual research project in a particular topic of study including, but not limited to histology, cellular and molecular biology, developmental biology, neuroscience and gross anatomy. Students are mentored and supervised by research scientists and faculty associated with the University of Toronto. These research project may include areas such as Histology, Cellular or Molecular Biology, Developmental Biology, Neuroanatomy or Gross Anatomy. Not eligible for CR/NCR option.",['Complicated'],[],[],[]
ANA498Y1,Project in Anatomy,,"A research project in Histology, Cellular or Molecular Biology, Developmental Biology, Neuroanatomy or Gross Anatomy. Not eligible for CR/NCR option.",['Complicated'],[],[],[]
ANT100Y1,Introduction to Anthropology,,"Society and culture from various anthropological perspectives: socio-cultural, evolutionary, archaeological, and linguistic.  ",[],[],[],[]
ANT192H1,Murder and Other Deathly Crimes: Anthropological Perspectives,,"Anthropology has much to say about death. There is foundational literature on sacrifice, suicide, and the rites surrounding the end of life. Anthropology also has a lot to say about violence: war, conflict, revolution. But at the nexus of death and violence lies murder, a culturally and socially salient phenomenon that garners less scholarly attention. This seminar will explore what constitutes murder in different cultural and historical contexts, by reading across anthropology, cultural studies, and film studies. Restricted to first-year students. Not eligible for CR/NCR option.",[],[],[],[]
ANT193H1,"Making, Using, and Interpreting Stone Tools",,"Stone tools are the earliest and longest-lasting record of human technology. This course explores interpreting stone tools from a multidisciplinary perspective. In making, using, and studying stone tools, students will learn how archaeologists form hypotheses and design experiments to understand humans and their technologies in the past. This course presents research that investigate changes in human ancestors’ cognition and livelihoods through the contributions of other disciplines in life and social sciences to the study of stone tools. The course introduces major stone tool discoveries and critically engages with current research through the development of new ideas for research projects. Restricted to first-year students. Not eligible for CR/NCR option.",[],[],[],[]
ANT194H1,Human-nonhuman relations through Manga & Anime,,"Anthropology has examined various ways human beings imagine and engage with non-human beings in their everyday lives in particular social and cultural contexts. By using manga and anime, specific popular cultural expressive modes developed in Japan, this course examines social and cultural aspects of human relationship with other beings, including but not restricted to animals, plants, microbes, technological objects and spirits from anthropological perspectives. Restricted to first-year students. Not eligible for CR/NCR option.",[],[],[],[]
ANT195H1,Speculative Fiction and Social Reality,,"How do the imagined worlds of speculative fiction reflect, and reflect upon, the real worlds of their authors and audiences? And on the other hand, how can works of speculative fiction have real-world impacts? Is speculative fiction different, in either of these respects, than other genres of narrative? This course explores a variety of works of speculative fiction from the perspective of an anthropological interest in ideas, imaginations, and narratives in relation to social life. Restricted to first-year students. Not eligible for CR/NCR option.",[],[],[],[]
